OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
1673,4.8113E+11,4.8113E+11,48,113,14103,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,1861.758394,6.8627083,1854.895686,1854.895686,1396,530,494,0.658,48,0.097165992,260,0.526315789,186,0.376518219,516,110,217,189,0.213178295,30913,504,8392,8558,12601,858,504,8392,8558,11974,858,71,556,0,3709,8089,19115,0.119981885,0.285730353,0.752602969,16.6656272,0.271713393,4.524243634,4.613736538,6.793373932,0.462559704,0.271713393,4.524243634,4.613736538,6.455349533,0.462559704,0.038277085,0.299747314,0,16.95135755,0,62.57692308,0.771650454,0.771650454,0.683339657,0.639458983,0.727388141,0.434846094,0.403648427,0.37205988,0.08641555,0.032835916,0.016692007,0.374071623,18.99701477,6.405421379,3.124199663,9.467393729,48.09033773,10.00595351,2.070197278,5.520526074,45.19930723,11.04105215,202.51,0.003943808,0.198847274,17,5.865558954,0.01217765,421033,290376,66592,46323,0.00038641,0.763114204,0.000342,0.804494905,0.000258313,0.090862451,0.000411766,0.119224473,17,13,9,19,14.33333333,25522.78119,7534440.1
1674,4.8113E+11,4.8113E+11,48,113,20300,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,138.420478,0,138.420478,138.420478,1260,720,545,0.651,297,0.544954128,137,0.251376147,111,0.203669725,545,204,211,130,0.374311927,487,17,296,1,159,14,17,294,1,40,14,18,101,2,56,175,256,0.114989733,5.201542506,9.102699385,3.518265556,0.122814198,2.138411919,0.007224365,1.14867397,0.101141104,0.122814198,2.12396319,0.007224365,0.288974584,0.101141104,0.130038563,0.729660824,0.014448729,8.719808062,0,0.893577982,0.559164482,0.559164482,0.583106932,0.583106932,0.622990023,0.645367582,0.71764023,0.888932808,0.557527189,0.94379845,1.119096509,0.887722123,25.95100094,2.349362725,3.417624232,20.18401398,143.3776294,18.49437335,4.623593339,9.247186677,134.0842068,41.61234005,147.52,0.277369244,0.58751443,27.67,127.9348277,0.021960317,439026,297093,227380,80246,0.000402923,0.79572617,0.000349911,0.823104543,0.000882017,0.310252044,0.000713309,0.206534272,14,11,17,20,16.5,3605.899223,560179.9734
1675,4.8113E+11,4.8113E+11,48,113,20600,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,637.1290646,0,637.1290646,637.1290646,877,366,332,0.566,4,0.012048193,19,0.057228916,309,0.930722892,423,65,100,258,0.153664303,136,3,23,40,66,4,3,23,40,56,4,5,5,0,30,39,67,0.220588235,0.574451897,1.376487197,0.213457536,0.004708622,0.036099436,0.062781628,0.103589686,0.006278163,0.004708622,0.036099436,0.062781628,0.087894279,0.006278163,0.007847704,0.007847704,0,0.787909433,0,0.409638554,0.745105274,0.745105274,0.748532352,0.700465327,0.530859302,0.519323258,0.541778265,0.605907746,0.268509378,0.486583184,3.110294118,0.121202313,17.4098676,2.958405387,3.2662271,11.18523512,50.5738661,3.01351815,8.0360484,9.04055445,33.14869965,14.0630847,800.65,0,0,3.33,3.345005146,0.003797035,430472,278810,595345,315736,0.000395072,0.78022221,0.000328377,0.772450976,0.00230937,0.812327395,0.002806586,0.812629975,11,15,10,14,12.33333333,6415.986954,2578431.578
1676,4.8113E+11,4.8113E+11,48,113,20600,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,663.0567734,0,663.0567734,663.0567734,1358,590,531,0.56,0,0,53,0.099811676,478,0.900188324,571,109,98,364,0.19089317,402,30,17,20,104,231,30,17,20,93,231,0,11,0,136,169,97,0.338308458,0.889818223,2.04809008,0.606282925,0.045244994,0.02563883,0.03016333,0.156849314,0.348386457,0.045244994,0.02563883,0.03016333,0.140259483,0.348386457,0,0.016589831,0,1.496101148,0,0.757062147,0.711356477,0.711356477,0.687713707,0.592571381,0.656813706,0.638126057,0.702775996,0.559883874,0.456818182,0.82631038,1.42039801,0.656785361,16.12615767,0,3.641310843,12.48484682,67.58516284,0,6.756585831,12.54794511,51.157007,16.4088513,843.56,0,0,3,2.895679642,0.002209131,399112,258986,459727,204414,0.000366291,0.723382814,0.000305029,0.717528024,0.001783302,0.627281385,0.001817041,0.52611341,15,11,11,13,12.33333333,6452.431604,2683352.922
1677,4.80291E+11,4.80291E+11,48,29,121501,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,332.9472349,5.208868,327.7383669,298.0031503,2413,773,746,0.554,0,0,176,0.235924933,570,0.764075067,902,193,321,388,0.213968958,195,8,0,13,174,0,8,0,13,36,0,0,138,0,43,91,61,0.220512821,2.59393231,8.097229838,0.654355499,0.026845354,0,0.0436237,0.583886445,0,0.026845354,0,0.0436237,0.120804092,0,0,0.463082353,0,3.248287809,0,0.261394102,0.376136139,0.256752858,0.62623082,0.417487213,0.429843935,0.415099755,0.454466129,0.627253462,0.149539877,0.355515041,4.625641026,0.02663202,15.06321665,0,1.403441381,13.65977527,60.55561998,0,3.905554336,1.952777168,54.67776071,19.52777168,-99999,0,0,2.33,4.549970802,0.000965603,134716,119341,-99999,-99999,0.000835804,0.611847633,0.000860751,0.714548307,-99999,-99999,-99999,-99999,8,6,11,1,6.333333333,5356.653938,1347419.25
1678,4.8113E+11,4.8113E+11,48,113,9202,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,225.6759358,0,225.6759358,223.14346,2024,604,585,0.576,43,0.073504274,168,0.287179487,374,0.639316239,759,188,333,238,0.247694335,76,25,2,2,47,0,25,2,2,47,0,0,0,0,17,33,26,0.223684211,2.706778859,9.07039803,0.340588068,0.112035549,0.008962844,0.008962844,0.210626832,0,0.112035549,0.008962844,0.008962844,0.210626832,0,0,0,0,3.047366927,0,0.12991453,0.616318488,0.530867851,0.616318488,0.410878992,0.282728015,0.389119661,0.430858899,0.111874032,0.072380952,0.182035928,9.986842105,0.000125044,18.49283211,0,1.977924038,16.51490808,79.42291205,0,5.67184975,5.67184975,45.374798,39.70294825,72.42,0.027590014,0.234666169,27.67,78.47004129,0.013670949,266708,219960,45806,30053,0.000244775,0.483403114,0.000259065,0.609405389,0.000177684,0.062500682,0.000267142,0.077349332,5,6,12,20,12.5,4829.045663,913298.6018
1679,4.8113E+11,4.8113E+11,48,113,11702,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,740.6619878,0,740.6619878,740.6619878,1661,475,430,0.528,9,0.020930233,51,0.118604651,370,0.860465116,587,120,292,175,0.204429302,791,54,9,645,75,8,54,9,645,75,8,0,0,0,108,276,407,0.13653603,0.641318183,2.242588424,1.067963542,0.072907751,0.012151292,0.870842585,0.101260766,0.010801148,0.072907751,0.012151292,0.870842585,0.101260766,0.010801148,0,0,0,1.709281725,0,1.839534884,0.416541791,0.416541791,0.416541791,0.322393363,0.604480482,0.751117045,0.685064422,0.91776521,0.645187602,0.851959361,0.742098609,0.772671421,19.23974217,7.731619915,5.168023378,6.340098876,28.23852222,14.68956174,10.36910241,4.320459336,24.19457228,0.864091867,392.95,0,0,4,3.456367469,0.002408188,260044,221056,5732,12129,0.000238659,0.471324742,0.000260356,0.612441888,2.22347E-05,0.007821113,0.000107815,0.031217185,13,4,7,17,10.83333333,9905.66899,2997422.588
1680,4.8113E+11,4.8113E+11,48,113,20700,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,917.7597933,0,917.7597933,863.67467,994,467,416,0.812,13,0.03125,116,0.278846154,287,0.689903846,775,118,227,430,0.152258065,6554,260,167,3889,2009,229,260,167,3889,1968,229,33,8,0,678,2065,3811,0.103448276,0.540712859,1.150896321,7.588505519,0.301039279,0.193359845,4.502852909,2.326107352,0.265146134,0.301039279,0.193359845,4.502852909,2.278635774,0.265146134,0.038208832,0.009262747,0,8.129218378,0,15.75480769,0.628093572,0.628093572,0.536768262,0.502299674,0.656696499,0.593561405,0.523926016,0.387954224,0.263381028,0.211488607,0.118248398,0.414057013,11.96870511,0,4.847903063,7.120802051,37.6701619,0,12.55230408,8.368202722,27.19665884,2.789400907,496.21,0,0,5.33,3.716876709,0.005362173,402446,285137,199119,73897,0.000369351,0.729425625,0.000335829,0.789980108,0.000772392,0.2716909,0.000656872,0.190193444,15,8,8,15,11.5,12578.26129,3714123.075
1681,4.8113E+11,4.8113E+11,48,113,13714,4,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,160.0231955,0,160.0231955,160.0231955,2070,476,476,0.522,0,0,39,0.081932773,437,0.918067227,966,185,452,329,0.191511387,412,150,66,16,45,135,150,66,16,32,135,0,13,0,143,170,99,0.347087379,2.974568771,12.9356247,2.574626752,0.937364109,0.412440208,0.099985505,0.281209233,0.843627698,0.937364109,0.412440208,0.099985505,0.19997101,0.843627698,0,0.081238223,0,5.549195523,0,0.865546218,0.866665393,0.866665393,0.815122883,0.702354029,0.746587461,0.747426074,0.824769038,0.599282383,0.33199033,0.59796807,2.344660194,0.260628256,27.85973288,0,4.324979581,23.5347533,177.3822846,0,31.99536157,11.99826059,191.9721694,15.99768079,791.26,0,0,3.67,14.67787212,0.001772947,438010,296897,132426,47151,0.00040199,0.79388469,0.00034968,0.82256152,0.000513686,0.180690638,0.000419126,0.12135555,17,16,19,14,16.5,3230.370793,647603.6219
1682,4.82212E+11,4.82212E+11,48,221,160204,2,206,"Dallas-Fort Worth, TX-OK",24180,"Granbury, TX",56901,14066,23320,11874.76189,824.6483126,11050.11358,11050.11358,1789,907,713,0.463,28,0.039270687,278,0.389901823,407,0.570827489,802,176,278,348,0.219451372,276,50,12,149,22,43,50,12,149,22,43,0,0,0,44,114,118,0.15942029,0.082080604,0.161898788,0.024977119,0.00452484,0.001085962,0.013484024,0.00199093,0.003891363,0.00452484,0.001085962,0.013484024,0.00199093,0.003891363,0,0,0,0.107057723,0,0.387096774,0.789023486,0.789023486,0.789023486,0.610685267,0.528228781,0.590717186,0.599589812,0.376040658,0.267312349,0.512059369,2.905797101,0.148704063,3.756889079,0.328365682,1.380014537,2.048508859,5.949100842,1.795456658,6.139303412,0.057917957,2.432554182,0.17375387,-99999,0,0,-99999,-99999,-99999,8237,9988,-99999,-99999,0.024897382,0.405503865,0.025473418,0.426418478,-99999,-99999,-99999,-99999,11,12,4,1,5.5,33711.37344,48056504.47
1683,4.80292E+11,4.80292E+11,48,29,191411,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,305.628106,16.1131439,289.5149621,289.5149621,2660,1229,1192,0.709,0,0,575,0.48238255,617,0.51761745,1157,228,326,603,0.197061366,88,0,46,15,27,0,0,46,15,27,0,0,0,0,14,23,51,0.159090909,4.245031038,9.187780765,0.303956657,0,0.158886434,0.051810794,0.093259429,0,0,0.158886434,0.051810794,0.093259429,0,0,0,0,4.548987695,0,0.073825503,0.91313324,0.623310406,0.91313324,0.482427314,0.23037106,0.1643217,0.173861351,5.86349E-06,0.064046579,0.141365462,13.14772727,5.30041E-06,10.34481658,0.594582046,0.073010456,9.67722408,42.01454706,0,0,0,39.79068963,15.47415708,628.99,0,0,1.33,2.940089845,0.0005,127718,104701,96436,36662,0.000792387,0.580064402,0.000755159,0.626892034,0.000944387,0.291470713,0.000621433,0.18804015,3,8,9,14,9.5,6016.83497,1236859.134
1684,4.80291E+11,4.80291E+11,48,29,121110,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,614.6007105,2.1727503,612.4279602,612.4279602,2090,786,703,0.665,0,0,198,0.281650071,505,0.718349929,1147,256,339,552,0.223190933,143,27,2,11,63,40,27,2,11,51,40,0,12,0,61,58,24,0.426573427,1.283416256,3.41264628,0.233496851,0.044086818,0.00326569,0.017961296,0.102869242,0.065313804,0.044086818,0.00326569,0.017961296,0.083275101,0.065313804,0,0.019594141,0,1.516913107,0,0.20341394,0.801058795,0.801058795,0.839269116,0.723159731,0.375200806,0.569926885,0.627337589,0.449119779,0.128078818,0.221705426,8.020979021,0.000892951,9.021534581,0,1.881544594,7.139989987,40.07341532,0,6.270125222,6.270125222,36.57573046,5.225104352,-99999,0,0,-99999,-99999,-99999,125753,114517,-99999,-99999,0.000780196,0.571139845,0.000825958,0.685664846,-99999,-99999,-99999,-99999,7,16,8,1,6.833333333,6384.997849,2487252.73
1685,4.80292E+11,4.80292E+11,48,29,170101,3,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,103.1556015,5.6380807,97.5175208,97.5175208,1348,394,359,0.572,56,0.155988858,99,0.275766017,204,0.568245125,491,148,246,97,0.301425662,98,6,1,55,33,3,6,1,55,33,3,0,0,0,13,42,43,0.132653061,4.040299597,13.823157,1.004947616,0.061527405,0.010254568,0.564001213,0.338400728,0.030763703,0.061527405,0.010254568,0.564001213,0.338400728,0.030763703,0,0,0,5.045247213,0,0.272980501,0.630796626,0.630796626,0.630796626,0.48822147,0.411601218,0.449578719,0.447411153,0.160932275,0.135546335,0.332767402,5.010204082,0.018129695,24.63227878,2.766175959,0.201427415,21.66467541,105.0133342,0,0,0,19.68876961,91.88092485,291.02,0,0,14.33,94.04668951,0.010630564,194829,158076,207107,125445,0.001208756,0.884866404,0.001140128,0.946472194,0.002028176,0.625965665,0.002126336,0.643409978,8,8,15,18,13.66666667,3260.008241,417465.6081
1686,4.80292E+11,4.80292E+11,48,29,181722,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,126.8196272,0,126.8196272,126.8196272,1990,617,617,0.632,8,0.012965964,132,0.213938412,477,0.773095624,895,188,305,402,0.210055866,55,0,1,43,11,0,0,1,43,11,0,0,0,0,8,14,33,0.145454545,4.865177525,15.69157743,0.433686813,0,0.007885215,0.339064236,0.086737363,0,0,0.007885215,0.339064236,0.086737363,0,0,0,0,5.298864339,0,0.089141005,0.534473809,0.364835133,0.534473809,0.282373648,0.238990338,0.144000565,0.121604015,3.79762E-07,0.053789731,0.115789474,16.27272727,2.32884E-07,21.33145944,0,0.253364029,21.07809541,77.41388472,0,0,5.046537465,100.9307493,5.046537465,469.39,0,0,2.33,11.75843229,0.001170854,103230,108906,26807,18336,0.000640459,0.468845803,0.000785488,0.652069263,0.000262518,0.081022185,0.000310801,0.09404572,4,3,12,16,10.5,2853.282778,513231.1156
1687,4.80292E+11,4.80292E+11,48,29,181715,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,77.4290321,0,77.4290321,77.4290321,1078,344,344,0.637,0,0,120,0.348837209,224,0.651162791,468,119,154,195,0.254273504,19,6,6,0,7,0,6,6,0,7,0,0,0,0,7,7,5,0.368421053,4.442777995,13.92242639,0.245385994,0.077490314,0.077490314,0,0.090405366,0,0.077490314,0.077490314,0,0.090405366,0,0,0,0,4.688163989,0,0.055232558,0.997519476,0.680912973,0.997519476,0.527010321,0.189507759,0.207566729,0.231080459,9.04578E-05,0.034639927,0.078028747,24.63157895,5.4568E-11,19.83427827,0,0.318149497,19.51612878,57.88423126,0,0,0,74.39070131,8.265633479,292.36,0,0,2.33,19.25892601,0.00216141,100224,104830,26794,17811,0.000621809,0.455193275,0.00075609,0.627664415,0.000262391,0.080982893,0.000301903,0.091352984,3,9,10,18,11.33333333,2375.890284,313351.8951
1688,4.80291E+11,4.80291E+11,48,29,121909,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,2058.195234,2.6795524,2055.515682,2055.515682,4615,1631,1494,0.606,8,0.005354752,544,0.364123159,942,0.630522088,1599,323,486,790,0.202001251,550,68,34,142,91,215,68,22,142,57,215,9,25,12,191,155,204,0.347272727,0.793474851,2.245178687,0.267572758,0.033081723,0.016540861,0.069082421,0.044271129,0.104596624,0.033081723,0.01070291,0.069082421,0.027730268,0.104596624,0.004378463,0.012162398,0.005837951,1.061047609,0,0.368139224,0.897805751,0.897805751,0.783944098,0.783944098,0.542010671,0.628531532,0.673105765,0.836747072,0.212971926,0.511865984,2.907272727,0.148484793,8.766655637,1.242550302,1.809168822,5.714936513,29.90276384,2.179501738,3.736288693,1.245429564,33.62659824,3.736288693,-99999,0,0,-99999,-99999,-99999,108331,98034,-99999,-99999,0.000672106,0.492013316,0.000707073,0.586973703,-99999,-99999,-99999,-99999,11,18,7,1,7.5,12108.24659,8329402.677
1689,4.80292E+11,4.80292E+11,48,29,172007,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,1304.996134,0.4235294,1304.572604,1304.572604,2368,804,791,0.528,0,0,179,0.226295828,612,0.773704172,1232,258,359,615,0.209415584,104,15,5,7,77,0,15,5,7,4,0,0,73,0,17,53,34,0.163461538,0.616293794,1.815153861,0.079719595,0.011498019,0.003832673,0.005365742,0.059023162,0,0.011498019,0.003832673,0.005365742,0.003066138,0,0,0.055957024,0,0.696013389,0,0.13147914,0.5982629,0.515315613,0.609258473,0.471551455,0.283117826,0.365301469,0.401318924,0.114336562,0.084142395,0.155688623,11.84615385,1.94794E-05,9.976769807,0.574066237,1.998618755,7.404084814,40.24343285,0,5.886985496,3.924656997,41.20889847,4.905821247,-99999,0,0,2,0.981164249,0.000844595,79495,86348,-99999,-99999,0.000493202,0.361047148,0.000622788,0.517004359,-99999,-99999,-99999,-99999,5,7,8,1,5,9854.288425,5281243.102
1690,4.80292E+11,4.80292E+11,48,29,172003,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,239.0064866,0,239.0064866,239.0064866,2957,882,859,0.584,9,0.010477299,276,0.321303842,574,0.668218859,1494,343,430,721,0.229585007,26,2,20,0,4,0,2,20,0,4,0,0,0,0,7,10,9,0.269230769,3.690276413,12.37204915,0.108783658,0.008367974,0.083679737,0,0.016735947,0,0.008367974,0.083679737,0,0.016735947,0,0,0,0,3.799060071,0,0.030267753,0.625418116,0.42691428,0.625418116,0.33042142,0.110193736,0.075430835,0.083975847,0,0.017432115,0.034210526,57.46153846,0,21.0923314,0.909507372,1.68665866,18.49616536,96.43386808,2.677751592,0,5.355503184,104.4323121,21.42201274,-99999,0,0,2,5.355503184,0.000676361,90003,97695,-99999,-99999,0.000558396,0.408771954,0.000704628,0.584943957,-99999,-99999,-99999,-99999,2,4,14,1,6,4137.866156,967243.2368
1691,4.80291E+11,4.80291E+11,48,29,121119,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,106.3268829,0,106.3268829,105.61936,571,377,337,0.848,0,0,175,0.519287834,162,0.480712166,524,107,161,256,0.204198473,80,4,0,26,50,0,4,0,26,28,0,13,9,0,29,36,15,0.3625,3.569421364,5.406205832,0.757436894,0.037871845,0,0.246166991,0.473398059,0,0.037871845,0,0.246166991,0.265102913,0,0.123083495,0.085211651,0,4.326858258,0,0.237388724,0.736216199,0.502545738,0.884511864,0.684590982,0.464589612,0.406387667,0.42274824,0.303161042,0.24577573,0.264900662,6.55,0.003887457,18.26495756,0,0.456264784,17.80869277,84.29853068,0,0,0,90.28760872,24.07669566,-99999,0,0,-99999,-99999,-99999,129740,109897,-99999,-99999,0.000804932,0.589247839,0.000792636,0.658002826,-99999,-99999,-99999,-99999,9,15,13,1,8.666666667,4270.530625,430299.1539
1692,4.80291E+11,4.80291E+11,48,29,121907,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,5844.554248,2.972613,5841.581635,5841.581635,10997,3690,3415,0.589,12,0.003513909,950,0.27818448,2453,0.718301611,4748,958,1124,2666,0.201769166,1877,583,212,132,469,481,583,212,132,295,481,29,145,0,795,733,349,0.423548215,0.631678239,1.882538101,0.321317088,0.099801738,0.036291541,0.02259662,0.080286475,0.082340714,0.099801738,0.036291541,0.02259662,0.050500022,0.082340714,0.004964409,0.024822045,0,0.952995327,0,0.549633968,0.926789428,0.926789428,0.872682355,0.816643035,0.658209531,0.748339705,0.822749135,0.792507814,0.291595464,0.566641509,2.52956846,0.216629131,8.308021661,0.362235481,1.609663953,6.336122227,30.28604427,0.547796847,4.382374775,1.972068649,29.03323288,6.025765315,-99999,0,0,4,0.438237477,0.000363736,92386,84753,-99999,-99999,0.00057318,0.419594966,0.000611284,0.507454376,-99999,-99999,-99999,-99999,15,19,7,1,8.333333333,26875.93624,23652590.87
1693,4.80292E+11,4.80292E+11,48,29,191815,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,416.3719014,0,416.3719014,416.3719014,3027,1029,952,0.578,12,0.012605042,146,0.153361345,794,0.834033613,1317,253,307,757,0.192103265,749,32,532,128,51,6,32,532,128,40,6,1,10,0,171,352,226,0.228304406,2.471348322,7.269943024,1.798872588,0.07685437,1.277703895,0.307417478,0.122486652,0.014410194,0.07685437,1.277703895,0.307417478,0.096067962,0.014410194,0.002401699,0.02401699,0,4.270220911,0,0.786764706,0.55996801,0.55996801,0.483686165,0.452626246,0.604349269,0.563391029,0.583193104,0.250898295,0.396716102,0.725072604,1.758344459,0.468441309,15.93324876,0,3.351813008,12.58143575,48.1800043,0,3.074174784,6.148349568,50.72388393,6.148349568,-99999,0,0,-99999,-99999,-99999,102955,88962,-99999,-99999,0.000638752,0.467596819,0.000641641,0.532655554,-99999,-99999,-99999,-99999,13,7,9,1,6.666666667,5547.372601,1685034.971
1694,4.80291E+11,4.80291E+11,48,29,110600,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,178.2016012,0,178.2016012,172.10749,1415,801,765,0.53,297,0.388235294,345,0.450980392,123,0.160784314,279,92,147,40,0.329749104,768,29,8,318,407,6,29,8,318,64,6,0,343,0,72,421,275,0.09375,4.654068222,8.22160616,4.462327584,0.168499349,0.046482579,1.847682515,2.364801207,0.034861934,0.168499349,0.046482579,1.847682515,0.371860632,0.034861934,0,1.992940575,0,9.116395806,0,1.003921569,0.565894983,0.565894983,0.636994946,0.54886935,0.641505108,0.531749673,0.527128398,0.666133329,0.703618873,0.532951289,0.36328125,0.529025444,27.86770877,3.877958639,7.816712272,16.17303786,101.7741697,17.95718994,25.14006591,21.54862793,25.14006591,46.68869384,154.23,0,0,51,183.1633374,0.036042403,207118,163899,243361,180630,0.001284999,0.940680083,0.001182127,0.981337117,0.002383207,0.735540712,0.00306174,0.926454975,14,10,14,20,15.33333333,4022.968348,721168.3783
1695,4.80291E+11,4.80291E+11,48,29,110600,3,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,126.2643935,0,126.2643935,126.2643935,3071,345,312,0.855,219,0.701923077,73,0.233974359,20,0.064102564,1128,421,483,224,0.37322695,361,0,21,157,100,83,0,21,157,18,83,0,82,0,66,196,99,0.182825485,2.732361756,24.32197958,2.859079983,0,0.166317672,1.243422596,0.791988915,0.657350799,0,0.166317672,1.243422596,0.142558005,0.657350799,0,0.64943091,0,5.591441739,0,1.157051282,0.880880401,0.758749078,0.83988294,0.650049265,0.836024398,0.68569889,0.700725865,0.598747606,0.21037296,0.484889187,3.12465374,0.11947433,25.87691461,1.22151376,12.44315291,12.21224794,111.5373829,5.068729055,20.27491622,45.6185615,55.75601961,15.20618717,482.8,0,0,54.67,277.1074175,0.017802019,183740,147252,219759,148532,0.001139958,0.834502836,0.00106206,0.881664032,0.002152075,0.664205404,0.002517668,0.761823675,19,14,15,16,15.83333333,3699.71699,510983.704
1696,4.80291E+11,4.80291E+11,48,29,121507,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,224.1164877,2.5708284,221.5456593,221.5456593,1367,563,507,0.497,0,0,242,0.477317554,265,0.522682446,516,115,188,213,0.222868217,48,0,12,1,35,0,0,12,1,35,0,0,0,0,12,15,21,0.25,2.54123688,6.170285639,0.216659627,0,0.054164907,0.004513742,0.157980978,0,0,0.054164907,0.004513742,0.157980978,0,0,0,0,2.757896507,0,0.094674556,0.598512378,0.408548257,0.598512378,0.316206559,0.25333746,0.266792811,0.29541314,0.018946007,0.067844523,0.170212766,10.75,5.82947E-05,19.81603062,0,0.995099455,18.82093116,104.0428419,0,0,5.777590064,138.6621615,5.777590064,752.37,0,0,1.67,4.824287704,0.001221653,148449,124256,2681,8143,0.000921006,0.674219612,0.000896201,0.743976625,2.62547E-05,0.008103125,0.000138027,0.041765614,4,4,15,14,11,4462.096495,906986.3742
1697,4.80292E+11,4.80292E+11,48,29,181729,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,2160.443485,11.5215317,2148.921953,2148.92195,9776,2782,2646,0.581,15,0.005668934,400,0.15117158,2231,0.843159486,2543,425,690,1428,0.167125442,140,37,0,33,32,38,37,0,33,6,38,2,24,0,47,74,19,0.335714286,1.294602626,4.549257827,0.065148946,0.017217936,0,0.015356537,0.014891188,0.017683285,0.017217936,0,0.015356537,0.002792098,0.017683285,0.000930699,0.011168391,0,1.359751572,0,0.052910053,0.998084273,0.859702999,0.861893468,0.742654099,0.167004868,0.258077795,0.27882194,0.000674345,0.028237192,0.10436079,18.16428571,3.51274E-08,10.4557097,0.49242459,1.308011765,8.655273343,41.5127594,1.489118763,3.573885031,1.19129501,44.37573914,8.339065072,-99999,0,0,-99999,-99999,-99999,68168,74648,-99999,-99999,0.000422927,0.309602641,0.000538401,0.44695119,-99999,-99999,-99999,-99999,2,17,9,1,6.5,11742.26979,8743190.297
